,mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,Team,Total,home,index_opp,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,Team_opp,Total_opp,home_opp,season,date,won
21,240.0,240.0,43.0,83.0,0.518,15.0,31.0,0.484,14.0,22.0,0.636,10.0,43.0,53.0,27.0,5.0,4.0,21.0,20.0,115.0,,0.62,0.608,0.373,0.265,24.4,84.3,57.6,62.8,4.9,7.1,18.5,100.0,112.4,110.4,,,16.0,25.0,1.0,8.0,13.0,0.667,5.0,9.0,1.0,4.0,10.0,10.0,7.0,1.0,1.0,7.0,4.0,45.0,13.0,1.0,1.0,0.667,1.8,33.2,30.9,25.9,60.3,2.0,6.1,40.0,37.3,235.0,118.0,GSW,115,1,0,240.0,240.0,42.0,96.0,0.438,14.0,40.0,0.35,15.0,21.0,0.714,8.0,31.0,39.0,24.0,9.0,2.0,7.0,25.0,113.0,,0.537,0.51,0.417,0.219,15.7,75.6,42.4,57.1,8.8,3.8,6.2,100.0,110.4,112.4,,,12.0,23.0,0.625,5.0,11.0,0.5,6.0,10.0,1.0,2.0,10.0,11.0,6.0,3.0,1.0,3.0,4.0,29.0,19.0,0.652,0.656,0.714,1.667,13.9,34.6,23.2,30.0,4.7,3.7,33.3,30.4,145.0,119.0,LAC,113,0,2022,2021-10-21,True
22,240.0,240.0,32.0,84.0,0.381,12.0,42.0,0.286,19.0,29.0,0.655,5.0,33.0,38.0,19.0,6.0,0.0,15.0,26.0,95.0,,0.491,0.452,0.5,0.345,9.6,75.0,39.6,59.4,5.6,0.0,13.4,100.0,89.4,128.9,,,5.0,14.0,1.0,2.0,8.0,0.5,6.0,10.0,1.0,2.0,9.0,10.0,4.0,3.0,0.0,4.0,4.0,15.0,-12.0,0.904,1.0,0.857,1.5,6.8,43.1,21.9,34.4,5.9,0.0,30.7,33.7,145.0,133.0,MIL,95,0,1,240.0,240.0,51.0,96.0,0.531,15.0,35.0,0.429,20.0,31.0,0.645,11.0,47.0,58.0,28.0,8.0,2.0,11.0,26.0,137.0,,0.625,0.609,0.365,0.323,25.0,90.4,60.4,54.9,7.5,4.8,9.1,100.0,128.9,89.4,,,10.0,18.0,1.0,4.0,8.0,1.0,9.0,11.0,1.0,4.0,9.0,13.0,6.0,2.0,1.0,3.0,3.0,27.0,31.0,1.167,1.5,1.0,4.0,18.8,43.0,30.0,35.3,10.9,6.3,25.0,35.8,203.0,96.0,MIA,137,1,2022,2021-10-21,False
23,240.0,240.0,51.0,96.0,0.531,15.0,35.0,0.429,20.0,31.0,0.645,11.0,47.0,58.0,28.0,8.0,2.0,11.0,26.0,137.0,,0.625,0.609,0.365,0.323,25.0,90.4,60.4,54.9,7.5,4.8,9.1,100.0,128.9,89.4,,,10.0,18.0,1.0,4.0,8.0,1.0,9.0,11.0,1.0,4.0,9.0,13.0,6.0,2.0,1.0,3.0,3.0,27.0,31.0,1.167,1.5,1.0,4.0,18.8,43.0,30.0,35.3,10.9,6.3,25.0,35.8,203.0,96.0,MIA,137,1,0,240.0,240.0,32.0,84.0,0.381,12.0,42.0,0.286,19.0,29.0,0.655,5.0,33.0,38.0,19.0,6.0,0.0,15.0,26.0,95.0,,0.491,0.452,0.5,0.345,9.6,75.0,39.6,59.4,5.6,0.0,13.4,100.0,89.4,128.9,,,5.0,14.0,1.0,2.0,8.0,0.5,6.0,10.0,1.0,2.0,9.0,10.0,4.0,3.0,0.0,4.0,4.0,15.0,-12.0,0.904,1.0,0.857,1.5,6.8,43.1,21.9,34.4,5.9,0.0,30.7,33.7,145.0,133.0,MIL,95,0,2022,2021-10-21,True
24,240.0,240.0,37.0,86.0,0.43,7.0,23.0,0.304,13.0,15.0,0.867,9.0,39.0,48.0,18.0,8.0,5.0,17.0,19.0,94.0,,0.508,0.471,0.267,0.174,20.0,78.0,50.5,48.6,8.1,8.1,15.5,100.0,95.4,89.3,,,11.0,21.0,0.667,2.0,6.0,1.0,11.0,11.0,1.0,5.0,10.0,15.0,4.0,4.0,2.0,4.0,5.0,34.0,17.0,0.778,0.676,1.0,0.667,14.9,26.8,21.1,24.6,7.2,6.9,50.0,35.2,149.0,98.0,CHI,94,0,1,240.0,240.0,36.0,90.0,0.4,6.0,28.0,0.214,10.0,13.0,0.769,11.0,36.0,47.0,17.0,7.0,5.0,16.0,16.0,88.0,,0.46,0.433,0.311,0.144,22.0,80.0,49.5,47.2,7.1,7.9,14.3,100.0,89.3,95.4,,,8.0,20.0,0.667,3.0,5.0,0.6,5.0,5.0,1.0,3.0,7.0,9.0,4.0,2.0,1.0,3.0,4.0,24.0,8.0,0.667,0.667,0.667,0.8,8.9,38.2,18.1,25.8,5.8,5.0,33.3,30.8,133.0,102.0,DET,88,1,2022,2021-10-20,True
25,240.0,240.0,36.0,90.0,0.4,6.0,28.0,0.214,10.0,13.0,0.769,11.0,36.0,47.0,17.0,7.0,5.0,16.0,16.0,88.0,,0.46,0.433,0.311,0.144,22.0,80.0,49.5,47.2,7.1,7.9,14.3,100.0,89.3,95.4,,,8.0,20.0,0.667,3.0,5.0,0.6,5.0,5.0,1.0,3.0,7.0,9.0,4.0,2.0,1.0,3.0,4.0,24.0,8.0,0.667,0.667,0.667,0.8,8.9,38.2,18.1,25.8,5.8,5.0,33.3,30.8,133.0,102.0,DET,88,1,0,240.0,240.0,37.0,86.0,0.43,7.0,23.0,0.304,13.0,15.0,0.867,9.0,39.0,48.0,18.0,8.0,5.0,17.0,19.0,94.0,,0.508,0.471,0.267,0.174,20.0,78.0,50.5,48.6,8.1,8.1,15.5,100.0,95.4,89.3,,,11.0,21.0,0.667,2.0,6.0,1.0,11.0,11.0,1.0,5.0,10.0,15.0,4.0,4.0,2.0,4.0,5.0,34.0,17.0,0.778,0.676,1.0,0.667,14.9,26.8,21.1,24.6,7.2,6.9,50.0,35.2,149.0,98.0,CHI,94,0,2022,2021-10-20,False
26,240.0,240.0,31.0,93.0,0.333,13.0,43.0,0.302,12.0,13.0,0.923,10.0,40.0,50.0,16.0,7.0,3.0,15.0,21.0,87.0,,0.441,0.403,0.462,0.14,16.9,87.0,47.6,51.6,6.8,5.1,13.2,100.0,84.6,109.9,,,7.0,17.0,0.667,3.0,7.0,1.0,4.0,4.0,1.0,4.0,11.0,11.0,7.0,2.0,2.0,5.0,4.0,18.0,5.0,0.833,0.833,1.0,0.6,11.3,48.6,21.7,49.0,3.2,19.4,22.4,28.3,176.0,116.0,DAL,87,0,1,240.0,240.0,45.0,94.0,0.479,15.0,35.0,0.429,8.0,9.0,0.889,6.0,49.0,55.0,31.0,8.0,9.0,13.0,16.0,113.0,,0.577,0.559,0.372,0.096,13.0,83.1,52.4,68.9,7.8,18.0,11.7,100.0,109.9,84.6,,,7.0,16.0,1.0,3.0,5.0,1.0,5.0,5.0,1.0,2.0,11.0,13.0,14.0,2.0,2.0,5.0,3.0,20.0,21.0,1.5,1.5,1.0,0.313,10.2,46.1,28.9,56.8,6.2,13.3,21.6,49.0,300.0,98.0,ATL,113,1,2022,2021-10-21,False
27,240.0,240.0,45.0,94.0,0.479,15.0,35.0,0.429,8.0,9.0,0.889,6.0,49.0,55.0,31.0,8.0,9.0,13.0,16.0,113.0,,0.577,0.559,0.372,0.096,13.0,83.1,52.4,68.9,7.8,18.0,11.7,100.0,109.9,84.6,,,7.0,16.0,1.0,3.0,5.0,1.0,5.0,5.0,1.0,2.0,11.0,13.0,14.0,2.0,2.0,5.0,3.0,20.0,21.0,1.5,1.5,1.0,0.313,10.2,46.1,28.9,56.8,6.2,13.3,21.6,49.0,300.0,98.0,ATL,113,1,0,240.0,240.0,31.0,93.0,0.333,13.0,43.0,0.302,12.0,13.0,0.923,10.0,40.0,50.0,16.0,7.0,3.0,15.0,21.0,87.0,,0.441,0.403,0.462,0.14,16.9,87.0,47.6,51.6,6.8,5.1,13.2,100.0,84.6,109.9,,,7.0,17.0,0.667,3.0,7.0,1.0,4.0,4.0,1.0,4.0,11.0,11.0,7.0,2.0,2.0,5.0,4.0,18.0,5.0,0.833,0.833,1.0,0.6,11.3,48.6,21.7,49.0,3.2,19.4,22.4,28.3,176.0,116.0,DAL,87,0,2022,2021-10-21,True
28,265.0,265.0,35.0,91.0,0.385,9.0,33.0,0.273,12.0,14.0,0.857,10.0,45.0,55.0,18.0,4.0,2.0,22.0,25.0,91.0,,0.468,0.434,0.363,0.154,19.6,76.3,50.0,51.4,3.8,3.4,18.5,100.0,85.3,95.7,,,12.0,28.0,0.5,4.0,12.0,0.444,5.0,6.0,1.0,3.0,14.0,16.0,6.0,3.0,1.0,5.0,4.0,30.0,-2.0,0.7,0.7,1.0,0.4,8.5,32.0,19.6,30.6,3.7,2.5,100.0,34.9,130.0,104.0,MIA,91,0,1,265.0,265.0,38.0,97.0,0.392,10.0,39.0,0.256,16.0,21.0,0.762,14.0,41.0,55.0,18.0,10.0,5.0,16.0,18.0,102.0,,0.48,0.443,0.402,0.216,23.7,80.4,50.0,47.4,9.4,8.6,13.1,100.0,95.7,85.3,,,8.0,21.0,0.667,4.0,7.0,0.8,8.0,8.0,1.0,4.0,10.0,14.0,5.0,4.0,2.0,4.0,5.0,19.0,18.0,1.0,1.0,0.833,0.421,15.8,25.7,16.3,32.5,4.7,11.3,33.3,27.9,151.0,96.0,IND,102,1,2022,2021-10-23,False
29,265.0,265.0,38.0,97.0,0.392,10.0,39.0,0.256,16.0,21.0,0.762,14.0,41.0,55.0,18.0,10.0,5.0,16.0,18.0,102.0,,0.48,0.443,0.402,0.216,23.7,80.4,50.0,47.4,9.4,8.6,13.1,100.0,95.7,85.3,,,8.0,21.0,0.667,4.0,7.0,0.8,8.0,8.0,1.0,4.0,10.0,14.0,5.0,4.0,2.0,4.0,5.0,19.0,18.0,1.0,1.0,0.833,0.421,15.8,25.7,16.3,32.5,4.7,11.3,33.3,27.9,151.0,96.0,IND,102,1,0,265.0,265.0,35.0,91.0,0.385,9.0,33.0,0.273,12.0,14.0,0.857,10.0,45.0,55.0,18.0,4.0,2.0,22.0,25.0,91.0,,0.468,0.434,0.363,0.154,19.6,76.3,50.0,51.4,3.8,3.4,18.5,100.0,85.3,95.7,,,12.0,28.0,0.5,4.0,12.0,0.444,5.0,6.0,1.0,3.0,14.0,16.0,6.0,3.0,1.0,5.0,4.0,30.0,-2.0,0.7,0.7,1.0,0.4,8.5,32.0,19.6,30.6,3.7,2.5,100.0,34.9,130.0,104.0,MIA,91,0,2022,2021-10-23,True
30,240.0,240.0,41.0,93.0,0.441,14.0,39.0,0.359,25.0,30.0,0.833,9.0,41.0,50.0,30.0,9.0,2.0,17.0,18.0,121.0,,0.57,0.516,0.419,0.323,18.4,89.1,52.6,73.2,8.0,3.8,13.8,100.0,107.3,101.1,,,8.0,21.0,0.857,4.0,11.0,1.0,9.0,9.0,1.0,3.0,9.0,11.0,10.0,3.0,1.0,5.0,3.0,21.0,20.0,0.952,0.929,0.714,0.8,12.7,37.5,21.4,38.6,3.7,5.9,42.5,100.0,174.0,108.0,GSW,121,0,1,240.0,240.0,45.0,95.0,0.474,15.0,42.0,0.357,9.0,19.0,0.474,5.0,40.0,45.0,21.0,7.0,4.0,17.0,25.0,114.0,,0.551,0.553,0.442,0.2,10.9,81.6,47.4,46.7,6.2,7.4,14.1,100.0,101.1,107.3,,,15.0,26.0,1.0,5.0,11.0,0.667,3.0,7.0,0.75,2.0,10.0,11.0,5.0,2.0,2.0,4.0,5.0,34.0,10.0,1.0,1.0,1.0,2.0,12.7,45.9,23.7,28.4,4.5,4.6,42.9,32.2,209.0,115.0,LAL,114,1,2022,2021-10-19,True
31,240.0,240.0,45.0,95.0,0.474,15.0,42.0,0.357,9.0,19.0,0.474,5.0,40.0,45.0,21.0,7.0,4.0,17.0,25.0,114.0,,0.551,0.553,0.442,0.2,10.9,81.6,47.4,46.7,6.2,7.4,14.1,100.0,101.1,107.3,,,15.0,26.0,1.0,5.0,11.0,0.667,3.0,7.0,0.75,2.0,10.0,11.0,5.0,2.0,2.0,4.0,5.0,34.0,10.0,1.0,1.0,1.0,2.0,12.7,45.9,23.7,28.4,4.5,4.6,42.9,32.2,209.0,115.0,LAL,114,1,0,240.0,240.0,41.0,93.0,0.441,14.0,39.0,0.359,25.0,30.0,0.833,9.0,41.0,50.0,30.0,9.0,2.0,17.0,18.0,121.0,,0.57,0.516,0.419,0.323,18.4,89.1,52.6,73.2,8.0,3.8,13.8,100.0,107.3,101.1,,,8.0,21.0,0.857,4.0,11.0,1.0,9.0,9.0,1.0,3.0,9.0,11.0,10.0,3.0,1.0,5.0,3.0,21.0,20.0,0.952,0.929,0.714,0.8,12.7,37.5,21.4,38.6,3.7,5.9,42.5,100.0,174.0,108.0,GSW,121,0,2022,2021-10-19,False
32,240.0,240.0,44.0,85.0,0.518,13.0,25.0,0.52,16.0,20.0,0.8,6.0,41.0,47.0,24.0,9.0,5.0,12.0,11.0,117.0,,0.624,0.594,0.294,0.235,15.0,80.4,51.6,54.5,9.2,7.9,11.3,100.0,119.0,98.6,,,8.0,17.0,0.8,4.0,4.0,1.0,4.0,6.0,1.0,2.0,15.0,17.0,5.0,4.0,2.0,4.0,3.0,22.0,23.0,1.1,1.1,1.0,0.75,58.1,74.1,51.0,50.5,7.1,8.0,42.9,43.9,207.0,109.0,PHI,117,0,1,240.0,240.0,39.0,93.0,0.419,13.0,30.0,0.433,6.0,9.0,0.667,10.0,34.0,44.0,28.0,5.0,6.0,13.0,16.0,97.0,,0.5,0.489,0.323,0.097,19.6,85.0,48.4,71.8,5.1,10.0,11.8,100.0,98.6,119.0,,,12.0,26.0,1.0,4.0,8.0,0.667,2.0,3.0,1.0,5.0,7.0,12.0,6.0,1.0,2.0,4.0,4.0,25.0,12.0,0.872,1.0,1.0,1.0,20.4,28.4,21.4,43.1,5.6,7.9,50.0,35.8,176.0,126.0,NOP,97,1,2022,2021-10-20,True
33,240.0,240.0,39.0,93.0,0.419,13.0,30.0,0.433,6.0,9.0,0.667,10.0,34.0,44.0,28.0,5.0,6.0,13.0,16.0,97.0,,0.5,0.489,0.323,0.097,19.6,85.0,48.4,71.8,5.1,10.0,11.8,100.0,98.6,119.0,,,12.0,26.0,1.0,4.0,8.0,0.667,2.0,3.0,1.0,5.0,7.0,12.0,6.0,1.0,2.0,4.0,4.0,25.0,12.0,0.872,1.0,1.0,1.0,20.4,28.4,21.4,43.1,5.6,7.9,50.0,35.8,176.0,126.0,NOP,97,1,0,240.0,240.0,44.0,85.0,0.518,13.0,25.0,0.52,16.0,20.0,0.8,6.0,41.0,47.0,24.0,9.0,5.0,12.0,11.0,117.0,,0.624,0.594,0.294,0.235,15.0,80.4,51.6,54.5,9.2,7.9,11.3,100.0,119.0,98.6,,,8.0,17.0,0.8,4.0,4.0,1.0,4.0,6.0,1.0,2.0,15.0,17.0,5.0,4.0,2.0,4.0,3.0,22.0,23.0,1.1,1.1,1.0,0.75,58.1,74.1,51.0,50.5,7.1,8.0,42.9,43.9,207.0,109.0,PHI,117,0,2022,2021-10-20,False
34,240.0,240.0,42.0,90.0,0.467,15.0,36.0,0.417,21.0,25.0,0.84,13.0,35.0,48.0,26.0,5.0,3.0,11.0,19.0,120.0,,0.594,0.55,0.4,0.278,30.2,71.4,52.2,61.9,5.2,5.0,9.8,100.0,125.6,119.3,,,10.0,19.0,0.667,4.0,10.0,0.6,6.0,8.0,1.0,5.0,6.0,9.0,8.0,2.0,1.0,5.0,4.0,28.0,17.0,0.77,0.75,1.0,0.556,20.8,23.2,21.6,39.5,3.7,4.7,100.0,34.1,166.0,129.0,MEM,120,0,1,240.0,240.0,43.0,99.0,0.434,13.0,39.0,0.333,15.0,17.0,0.882,14.0,30.0,44.0,23.0,7.0,4.0,7.0,21.0,114.0,,0.535,0.5,0.394,0.172,28.6,69.8,47.8,53.5,7.3,7.4,6.2,100.0,119.3,125.6,,,15.0,25.0,0.714,5.0,12.0,0.5,6.0,6.0,1.0,5.0,10.0,10.0,7.0,2.0,2.0,3.0,4.0,41.0,15.0,0.742,0.714,0.833,0.545,20.3,32.1,21.6,26.8,6.3,7.8,12.8,37.2,138.0,135.0,LAC,114,1,2022,2021-10-23,True
35,240.0,240.0,43.0,99.0,0.434,13.0,39.0,0.333,15.0,17.0,0.882,14.0,30.0,44.0,23.0,7.0,4.0,7.0,21.0,114.0,,0.535,0.5,0.394,0.172,28.6,69.8,47.8,53.5,7.3,7.4,6.2,100.0,119.3,125.6,,,15.0,25.0,0.714,5.0,12.0,0.5,6.0,6.0,1.0,5.0,10.0,10.0,7.0,2.0,2.0,3.0,4.0,41.0,15.0,0.742,0.714,0.833,0.545,20.3,32.1,21.6,26.8,6.3,7.8,12.8,37.2,138.0,135.0,LAC,114,1,0,240.0,240.0,42.0,90.0,0.467,15.0,36.0,0.417,21.0,25.0,0.84,13.0,35.0,48.0,26.0,5.0,3.0,11.0,19.0,120.0,,0.594,0.55,0.4,0.278,30.2,71.4,52.2,61.9,5.2,5.0,9.8,100.0,125.6,119.3,,,10.0,19.0,0.667,4.0,10.0,0.6,6.0,8.0,1.0,5.0,6.0,9.0,8.0,2.0,1.0,5.0,4.0,28.0,17.0,0.77,0.75,1.0,0.556,20.8,23.2,21.6,39.5,3.7,4.7,100.0,34.1,166.0,129.0,MEM,120,0,2022,2021-10-23,False
36,240.0,240.0,34.0,91.0,0.374,7.0,35.0,0.2,11.0,18.0,0.611,15.0,35.0,50.0,19.0,4.0,2.0,14.0,15.0,86.0,,0.435,0.412,0.385,0.198,26.8,74.5,48.5,55.9,4.2,4.5,12.4,100.0,91.0,113.3,,,7.0,17.0,0.667,2.0,7.0,0.667,4.0,5.0,1.0,4.0,8.0,10.0,3.0,2.0,1.0,3.0,3.0,18.0,3.0,0.833,0.833,1.0,1.0,23.8,31.6,20.6,28.4,3.4,7.3,41.0,26.6,155.0,122.0,OKC,86,0,1,240.0,240.0,40.0,91.0,0.44,14.0,47.0,0.298,13.0,15.0,0.867,12.0,41.0,53.0,18.0,6.0,5.0,10.0,19.0,107.0,,0.548,0.516,0.516,0.165,25.5,73.2,51.5,45.0,6.4,8.9,9.3,100.0,113.3,91.0,,,10.0,17.0,0.667,4.0,10.0,0.571,4.0,6.0,1.0,5.0,16.0,21.0,4.0,2.0,2.0,3.0,5.0,22.0,20.0,1.136,0.875,1.0,0.667,17.3,54.1,33.2,23.6,4.0,9.3,20.0,30.6,250.0,102.0,UTA,107,1,2022,2021-10-20,False
37,240.0,240.0,40.0,91.0,0.44,14.0,47.0,0.298,13.0,15.0,0.867,12.0,41.0,53.0,18.0,6.0,5.0,10.0,19.0,107.0,,0.548,0.516,0.516,0.165,25.5,73.2,51.5,45.0,6.4,8.9,9.3,100.0,113.3,91.0,,,10.0,17.0,0.667,4.0,10.0,0.571,4.0,6.0,1.0,5.0,16.0,21.0,4.0,2.0,2.0,3.0,5.0,22.0,20.0,1.136,0.875,1.0,0.667,17.3,54.1,33.2,23.6,4.0,9.3,20.0,30.6,250.0,102.0,UTA,107,1,0,240.0,240.0,34.0,91.0,0.374,7.0,35.0,0.2,11.0,18.0,0.611,15.0,35.0,50.0,19.0,4.0,2.0,14.0,15.0,86.0,,0.435,0.412,0.385,0.198,26.8,74.5,48.5,55.9,4.2,4.5,12.4,100.0,91.0,113.3,,,7.0,17.0,0.667,2.0,7.0,0.667,4.0,5.0,1.0,4.0,8.0,10.0,3.0,2.0,1.0,3.0,3.0,18.0,3.0,0.833,0.833,1.0,1.0,23.8,31.6,20.6,28.4,3.4,7.3,41.0,26.6,155.0,122.0,OKC,86,0,2022,2021-10-20,True
38,265.0,265.0,52.0,97.0,0.536,15.0,34.0,0.441,15.0,20.0,0.75,7.0,35.0,42.0,28.0,5.0,6.0,12.0,22.0,134.0,,0.633,0.613,0.351,0.206,17.9,85.4,52.5,53.8,4.7,10.7,10.2,100.0,126.5,127.4,,,15.0,22.0,0.769,5.0,9.0,0.556,6.0,8.0,1.0,5.0,8.0,10.0,8.0,2.0,3.0,3.0,4.0,40.0,18.0,0.847,0.846,1.0,0.615,15.6,27.4,15.2,48.2,2.3,8.1,50.0,42.5,152.0,135.0,IND,134,0,1,265.0,265.0,49.0,94.0,0.521,19.0,38.0,0.5,18.0,19.0,0.947,6.0,32.0,38.0,24.0,5.0,6.0,9.0,21.0,135.0,,0.659,0.622,0.404,0.202,14.6,82.1,47.5,49.0,4.7,9.5,8.1,100.0,127.4,126.5,,,13.0,24.0,0.8,6.0,9.0,0.667,6.0,6.0,1.0,2.0,9.0,11.0,9.0,2.0,2.0,2.0,5.0,34.0,11.0,0.8,0.8,1.0,0.667,7.4,31.7,18.9,47.1,5.0,9.2,33.3,35.5,146.0,131.0,WAS,135,1,2022,2021-10-22,False
39,265.0,265.0,49.0,94.0,0.521,19.0,38.0,0.5,18.0,19.0,0.947,6.0,32.0,38.0,24.0,5.0,6.0,9.0,21.0,135.0,,0.659,0.622,0.404,0.202,14.6,82.1,47.5,49.0,4.7,9.5,8.1,100.0,127.4,126.5,,,13.0,24.0,0.8,6.0,9.0,0.667,6.0,6.0,1.0,2.0,9.0,11.0,9.0,2.0,2.0,2.0,5.0,34.0,11.0,0.8,0.8,1.0,0.667,7.4,31.7,18.9,47.1,5.0,9.2,33.3,35.5,146.0,131.0,WAS,135,1,0,265.0,265.0,52.0,97.0,0.536,15.0,34.0,0.441,15.0,20.0,0.75,7.0,35.0,42.0,28.0,5.0,6.0,12.0,22.0,134.0,,0.633,0.613,0.351,0.206,17.9,85.4,52.5,53.8,4.7,10.7,10.2,100.0,126.5,127.4,,,15.0,22.0,0.769,5.0,9.0,0.556,6.0,8.0,1.0,5.0,8.0,10.0,8.0,2.0,3.0,3.0,4.0,40.0,18.0,0.847,0.846,1.0,0.615,15.6,27.4,15.2,48.2,2.3,8.1,50.0,42.5,152.0,135.0,IND,134,0,2022,2021-10-22,True
40,240.0,240.0,38.0,86.0,0.442,15.0,47.0,0.319,16.0,20.0,0.8,6.0,37.0,43.0,22.0,10.0,6.0,11.0,22.0,107.0,,0.564,0.529,0.547,0.233,14.6,88.1,51.8,57.9,10.3,14.0,10.4,100.0,110.0,99.7,,,12.0,24.0,0.75,5.0,11.0,0.714,8.0,9.0,1.0,2.0,9.0,10.0,5.0,3.0,3.0,4.0,4.0,31.0,18.0,1.014,1.063,1.0,0.75,10.1,30.9,19.5,28.8,5.0,11.3,20.2,32.9,193.0,108.0,BOS,107,0,1,240.0,240.0,32.0,75.0,0.427,14.0,32.0,0.438,19.0,24.0,0.792,5.0,35.0,40.0,20.0,7.0,4.0,18.0,20.0,97.0,,0.567,0.52,0.427,0.32,11.9,85.4,48.2,62.5,7.2,10.3,17.4,100.0,99.7,110.0,,,11.0,18.0,1.0,8.0,10.0,1.0,8.0,10.0,1.0,2.0,8.0,9.0,4.0,3.0,2.0,8.0,6.0,30.0,2.0,1.5,1.5,1.0,1.2,30.5,26.4,15.4,33.5,7.6,6.9,50.0,100.0,132.0,118.0,HOU,97,1,2022,2021-10-24,True
41,240.0,240.0,32.0,75.0,0.427,14.0,32.0,0.438,19.0,24.0,0.792,5.0,35.0,40.0,20.0,7.0,4.0,18.0,20.0,97.0,,0.567,0.52,0.427,0.32,11.9,85.4,48.2,62.5,7.2,10.3,17.4,100.0,99.7,110.0,,,11.0,18.0,1.0,8.0,10.0,1.0,8.0,10.0,1.0,2.0,8.0,9.0,4.0,3.0,2.0,8.0,6.0,30.0,2.0,1.5,1.5,1.0,1.2,30.5,26.4,15.4,33.5,7.6,6.9,50.0,100.0,132.0,118.0,HOU,97,1,0,240.0,240.0,38.0,86.0,0.442,15.0,47.0,0.319,16.0,20.0,0.8,6.0,37.0,43.0,22.0,10.0,6.0,11.0,22.0,107.0,,0.564,0.529,0.547,0.233,14.6,88.1,51.8,57.9,10.3,14.0,10.4,100.0,110.0,99.7,,,12.0,24.0,0.75,5.0,11.0,0.714,8.0,9.0,1.0,2.0,9.0,10.0,5.0,3.0,3.0,4.0,4.0,31.0,18.0,1.014,1.063,1.0,0.75,10.1,30.9,19.5,28.8,5.0,11.3,20.2,32.9,193.0,108.0,BOS,107,0,2022,2021-10-24,False
42,240.0,240.0,43.0,89.0,0.483,9.0,28.0,0.321,10.0,15.0,0.667,7.0,31.0,38.0,27.0,6.0,1.0,14.0,19.0,105.0,,0.549,0.534,0.315,0.169,14.9,79.5,44.2,62.8,5.9,2.3,12.8,100.0,103.9,132.7,,,9.0,19.0,1.0,4.0,5.0,0.8,2.0,4.0,1.0,2.0,3.0,5.0,11.0,2.0,1.0,3.0,5.0,21.0,5.0,1.0,1.0,0.75,0.667,21.0,38.4,28.7,52.8,3.4,4.2,66.7,41.8,144.0,138.0,PHO,105,0,1,240.0,240.0,51.0,94.0,0.543,21.0,50.0,0.42,11.0,17.0,0.647,8.0,40.0,48.0,24.0,8.0,5.0,9.0,15.0,134.0,,0.66,0.654,0.532,0.181,20.5,85.1,55.8,47.1,7.9,8.2,8.1,100.0,132.7,103.9,,,10.0,19.0,1.0,6.0,11.0,1.0,5.0,5.0,1.0,3.0,11.0,12.0,8.0,2.0,3.0,2.0,4.0,28.0,30.0,1.333,1.333,1.0,1.0,38.4,44.5,26.5,40.0,4.4,7.9,66.7,46.6,267.0,112.0,POR,134,1,2022,2021-10-23,False
